<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d2b269574476263476913283168e483fec8287572bafc3633a3722280b1d0d13
size 2120580
=======
	chr	start	stop	arm_location
AL365181.1	chr1	156587856	156587955	q
EFCAB2	chr1	244969705	245127164	q
RP11-538D16.3	chr1	182086551	182090112	q
AL713999.1	chr1	155236749	155236837	q
RP11-5P18.11	chr1	15989140	15989375	p
MIR6727	chr1	1312502	1312566	p
RUSC1	chr1	155320896	155331114	q
CD160	chr1	145719471	145739288	q
RNU6-1248P	chr1	223690051	223690114	q
RP11-196G18.22	chr1	149844498	149849024	q
ATP1A1-AS1	chr1	116392247	116418622	p
RP11-415A20.1	chr1	76758124	76779267	p
LCE4A	chr1	152708160	152709491	q
KIF2C	chr1	44739818	44767767	p
RNU6-1099P	chr1	19305076	19305182	p
CTD-2090I13.2	chr1	227410617	227411319	q
RP11-104D3.1	chr1	199371877	199372297	q
MTRNR2L11	chr1	237943724	237945275	q
CFL1P6	chr1	10990978	10991797	p
RP11-547D24.3	chr1	2049203	2050070	p
ATP1A4	chr1	160151570	160186977	q
ADORA3	chr1	111483348	111563962	p
RP11-145M4.1	chr1	59054397	59056049	p
ALPL	chr1	21509372	21578412	p
RP11-29H23.7	chr1	155566050	155566306	q
CELA3A	chr1	22001656	22012539	p
CLCC1	chr1	108929508	108963457	p
RP11-543B16.2	chr1	211207239	211207897	q
EEF1A1P14	chr1	194188967	194190342	q
FAM91A3P	chr1	143766540	143769083	q
RP5-857K21.5	chr1	627377	629010	p
PMF1	chr1	156212993	156240042	q
RP11-275O4.4	chr1	227482253	227482454	q
PRPF3	chr1	150321476	150353195	q
MIIP	chr1	12019466	12032045	p
BPNT1	chr1	220057482	220090462	q
RNU4-88P	chr1	66094461	66094546	p
S100A2	chr1	153561108	153567890	q
C1orf195	chr1	15164344	15171317	p
RP11-90C4.1	chr1	55823807	55868248	p
NLRP3	chr1	247416156	247449108	q
VTCN1	chr1	117143587	117210960	p
LINC01349	chr1	100627049	100640613	p
OR9H1P	chr1	247774910	247775836	q
MRPS21P1	chr1	65092392	65092614	p
RP11-423F24.3	chr1	231021611	231022183	q
RP11-29H23.4	chr1	155609776	155610380	q
RN7SL654P	chr1	184335658	184335949	q
RP11-263K19.6	chr1	155211151	155213819	q
CADM3	chr1	159171609	159203313	q
RN7SL299P	chr1	232222866	232223145	q
LINC01354	chr1	234527891	234531779	q
LPPR5	chr1	98890245	99005032	p
RNA5SP51	chr1	85883680	85883798	p
RP11-118H4.3	chr1	226411615	226412135	q
RP11-99J16__A.2	chr1	230710698	230795492	q
ARHGEF11	chr1	156934840	157045370	q
OXCT2	chr1	39769523	39771348	p
MYCBP	chr1	38862964	38874495	p
RP5-934G17.6	chr1	11877770	11880406	p
OR2T5	chr1	248488589	248489536	q
RP4-728D4.2	chr1	35569813	35577729	p
RNA5SP48	chr1	51973410	51973535	p
RP4-800F24.1	chr1	169310665	169322479	q
CH17-472G23.4	chr1	120489625	120579190	p
HMGB1P18	chr1	80283352	80283970	p
RP11-193H5.5	chr1	237948017	237949143	q
MIR5187	chr1	161227186	161227261	q
RP11-268J15.5	chr1	36323734	36329221	p
RP11-296A18.3	chr1	51195095	51235096	p
BCAS2P2	chr1	100393033	100394026	p
LINC00582	chr1	231591292	231612090	q
TESK2	chr1	45343883	45491166	p
MAP1LC3C	chr1	241995490	241999073	q
FAAHP1	chr1	46432129	46445521	p
RPL23AP22	chr1	193756815	193757267	q
RP11-410C4.5	chr1	220401122	220404033	q
SUCO	chr1	172532349	172611833	q
MIR4260	chr1	209623444	209623510	q
AHCYL1	chr1	109984686	110023741	p
RNU6-371P	chr1	62298149	62298256	p
CPSF3L	chr1	1311585	1324691	p
RP11-567C20.3	chr1	50206084	50223127	p
C1QC	chr1	22643630	22648110	p
RNU6-1245P	chr1	27824538	27824643	p
CYCSP52	chr1	157128362	157128671	q
RP11-378J18.9	chr1	222477252	222504622	q
RP1-43E13.2	chr1	19210501	19240704	p
TMEM56	chr1	95117338	95197607	p
KCNK2	chr1	215005775	215237093	q
HSD52	chr1	59131936	59208121	p
MINOS1-NBL1	chr1	19596979	19658056	p
RP11-476H20.1	chr1	194350943	194352426	q
PTPN2P1	chr1	178746683	178747754	q
RP5-908D6.1	chr1	89324522	89334880	p
RNU6-695P	chr1	90253456	90253559	p
S100A7	chr1	153457744	153460701	q
POLR3C	chr1	145824088	145842505	q
RP11-101C11.1	chr1	55217861	55234177	p
RP11-61J19.3	chr1	212545694	212556065	q
SLC50A1	chr1	155135344	155138857	q
RP11-196G18.24	chr1	149845816	149846486	q
RP11-543B16.3	chr1	211182156	211183104	q
RP11-330C7.4	chr1	92749175	92749330	p
RP5-890O3.9	chr1	1317581	1318689	p
RP13-614K11.2	chr1	3947149	3948980	p
PRDX6	chr1	173477266	173488807	q
RPL34P1	chr1	168210616	168210969	q
MIR3620	chr1	228097263	228097341	q
RP4-782L23.1	chr1	59772795	59788848	p
TAF13	chr1	109062486	109076002	p
OR2AQ1P	chr1	158796014	158796213	q
RP5-1092A3.4	chr1	28239509	28241453	p
TXNP3	chr1	112363281	112363581	p
CSF3R	chr1	36466043	36483278	p
RP11-323I1.1	chr1	213731416	213794587	q
RIMS3	chr1	40620679	40665657	p
KLHL12	chr1	202891100	202928636	q
RP11-278H7.4	chr1	244068820	244093026	q
RP11-231P20.6	chr1	26218581	26220476	p
SHMT1P1	chr1	43850300	43851611	p
ATP1A1	chr1	116372668	116410261	p
KAZN	chr1	14598704	15118043	p
SLC1A7	chr1	53087179	53142632	p
FKSG62	chr1	27064991	27065365	p
CREB3L4	chr1	153967534	153974363	q
ZFP69	chr1	40477215	40496343	p
RP1-102G20.2	chr1	174892417	174893155	q
GAPDHP58	chr1	119495836	119496841	p
RNU6-1008P	chr1	224305380	224305483	q
RP1-63P18.2	chr1	40563534	40563659	p
LINC01226	chr1	31518435	31524245	p
AKNAD1	chr1	108815898	108858228	p
MIR215	chr1	220117853	220117962	q
RP11-422P22.1	chr1	18385829	18388514	p
CCBL2	chr1	88935773	88992953	p
VWA5B1	chr1	20290919	20354894	p
CORT	chr1	10449719	10451902	p
SLC16A1-AS1	chr1	112956415	112999496	p
ARPC5	chr1	183620846	183635757	q
BTNL10	chr1	228508655	228512305	q
OVAAL	chr1	180558976	180566518	q
RP11-54O7.11	chr1	1011997	1013193	p
PMVK	chr1	154924734	154936991	q
AC242988.1	chr1	150302770	150303291	q
ACP6	chr1	147629652	147670496	q
RP5-891H21.5	chr1	44187943	44189049	p
POGZ	chr1	151402724	151459465	q
TXNDC12	chr1	52020131	52056171	p
RN7SKP16	chr1	33336566	33336864	p
CCDC181	chr1	169394870	169460669	q
MTOR-AS1	chr1	11143898	11149537	p
RNU4-61P	chr1	48447936	48448042	p
RP3-477M7.6	chr1	8909742	8909904	p
SLMO2P1	chr1	220467954	220468808	q
RP13-15M17.1	chr1	9576427	9576985	p
RP11-98D18.2	chr1	151765709	151766389	q
AL591704.9	chr1	153427020	153428401	q
TRNAU1AP	chr1	28553085	28578545	p
RNA5SP65	chr1	167005959	167006077	q
PRMT6	chr1	107056679	107059294	p
MARC2	chr1	220748225	220784815	q
UQCRH	chr1	46303631	46316776	p
RPS26P13	chr1	208697369	208697698	q
RP11-94I2.4	chr1	148021850	148025931	q
ITPKB-IT1	chr1	226656640	226675067	q
C1orf109	chr1	37681570	37692249	p
RP11-504A18.1	chr1	56248294	56258571	p
OR11L1	chr1	247840928	247841896	q
CCNB1IP1P1	chr1	44958557	44959395	p
EFCAB14	chr1	46675159	46719064	p
GPR153	chr1	6247346	6260975	p
RP11-337C18.8	chr1	147172771	147211568	q
TNR-IT1	chr1	175538775	175556818	q
RP11-763B22.4	chr1	144418113	144419192	q
SZT2	chr1	43389882	43452650	p
OR6K1P	chr1	158694539	158695509	q
TACSTD2	chr1	58575423	58577773	p
RP11-569A11.1	chr1	202604268	202605293	q
TNFRSF1B	chr1	12167003	12209228	p
SNX27	chr1	151612065	151699091	q
AL033528.1	chr1	25911749	25911822	p
RNU6-776P	chr1	22010985	22011088	p
S100A4	chr1	153543613	153550136	q
AK5	chr1	77282051	77559969	p
CH17-164J11.1	chr1	144754572	144786606	q
RP4-669L17.8	chr1	491225	493241	p
DPM3	chr1	155139891	155140595	q
RP11-22L13.1	chr1	3306636	3310096	p
RP4-565E6.1	chr1	148159213	148228658	q
RP1-283E3.8	chr1	1702736	1737688	p
FOXD3-AS1	chr1	63320884	63324441	p
C1orf112	chr1	169662007	169854080	q
OR4G4P	chr1	52473	53312	p
ZFYVE9	chr1	52142094	52346686	p
RP11-224O19.5	chr1	218338541	218338756	q
CITED4	chr1	40861051	40862366	p
LYSMD1	chr1	151159748	151165948	q
SDHDP6	chr1	25294164	25294643	p
FLVCR1	chr1	212858255	212899363	q
RN7SL692P	chr1	92974827	92975114	p
CTD-2090I13.1	chr1	227393591	227431035	q
PODN	chr1	53062052	53085502	p
RP11-312J18.3	chr1	160848010	160848502	q
RP4-631H13.6	chr1	52920422	52920596	p
RC3H1	chr1	173931214	174022297	q
RP11-656D10.3	chr1	40493157	40508661	p
RP4-612C19.1	chr1	93190740	93191060	p
AC253572.1	chr1	120723923	120793877	p
RP11-413E1.2	chr1	89661212	89661353	p
RP11-63N8.3	chr1	21586472	21591187	p
SLC35E2B	chr1	1659529	1692728	p
RP5-857K21.2	chr1	587629	594768	p
PPP1R11P1	chr1	21397987	21398362	p
RP4-614N24.1	chr1	36773140	36775768	p
RP11-227F8.2	chr1	162039016	162039567	q
RP11-135J2.3	chr1	219222248	219225497	q
RP3-423B22.5	chr1	37556247	37556499	p
RCOR3	chr1	211258377	211316385	q
SLC2A1-AS1	chr1	42959049	42983358	p
CRPP1	chr1	159704983	159705607	q
ZRANB2-AS2	chr1	71081324	71489976	p
RP11-63G10.2	chr1	58838448	58851254	p
RP1-127D3.4	chr1	171199244	171227788	q
HNRNPU-AS1	chr1	244840638	244846903	q
VDAC1P10	chr1	215376484	215377374	q
RP4-534N18.2	chr1	31933020	31933975	p
LINC00339	chr1	22025188	22031223	p
RP4-665N4.4	chr1	36080066	36082322	p
RP4-781K5.4	chr1	234646289	234683176	q
OR2T33	chr1	248272852	248273814	q
RP11-359E8.5	chr1	211583015	211583725	q
RP11-335G20.7	chr1	25336429	25337465	p
FTLP18	chr1	36630335	36630857	p
SRP9	chr1	225777813	225790466	q
LCE3C	chr1	152511535	152601086	q
RNA5SP80	chr1	231281414	231281524	q
NBPF13P	chr1	147021320	147124525	q
LINC01343	chr1	38209034	38214767	p
AL161740.1	chr1	56966280	56966362	p
RNU6-693P	chr1	172613428	172613534	q
POU2F1	chr1	167220829	167427345	q
RP11-34P13.15	chr1	135141	135895	p
RP11-88H9.2	chr1	111989770	111998842	p
C1orf189	chr1	154199372	154206333	q
WBP1LP6	chr1	674842	675265	p
TMEM183A	chr1	203007386	203024848	q
OR2T4	chr1	248361581	248362627	q
DDOST	chr1	20651767	20661544	p
ACBD3	chr1	226144679	226186730	q
RP11-122M14.1	chr1	211675762	211690103	q
RP3-453P22.2	chr1	7382487	7389754	p
RP11-15I11.3	chr1	212225278	212238977	q
RP11-5P18.1	chr1	15969632	15970194	p
RP4-656G21.1	chr1	29708851	29709547	p
RP11-234N17.1	chr1	99008218	99008474	p
CROCCP5	chr1	21434318	21437558	p
MTATP8P1	chr1	633535	633741	p
AL109843.1	chr1	67239440	67239527	p
SH3BGRL3	chr1	26279176	26281522	p
DIO1	chr1	53891239	53911086	p
CD48	chr1	160678746	160711851	q
CNTN2	chr1	205043197	205078499	q
RP1-15D23.2	chr1	172775905	173064015	q
OR2C3	chr1	247530132	247533839	q
OR6K2	chr1	158699678	158700652	q
UBAP2L	chr1	154220179	154271510	q
OR2G6	chr1	248521647	248522597	q
CLCNKB	chr1	16043736	16057308	p
RP11-168O16.1	chr1	201023949	201028792	q
RP11-5P18.3	chr1	15988182	15988441	p
RP11-403I13.5	chr1	143736066	143739506	q
CYP4A43P	chr1	46994382	46994502	p
PARP1	chr1	226360691	226408075	q
ZMYM1	chr1	35059786	35115859	p
MNDA	chr1	158831317	158849506	q
RP1-120G22.11	chr1	6204840	6205780	p
RP4-784A16.2	chr1	53288024	53289706	p
RN7SKP165	chr1	226445937	226446292	q
PRAMEF10	chr1	12892896	12898270	p
HIPK1	chr1	113929192	113977804	p
RP11-293G6__B.4	chr1	235541412	235541706	q
MFN2	chr1	11980181	12013514	p
SEPT2P1	chr1	105698039	105698218	p
RP4-803J11.2	chr1	229319403	229323087	q
MZT1P1	chr1	9780822	9781240	p
RNU7-200P	chr1	20841241	20841302	p
OOSP1P1	chr1	44155028	44155301	p
MIR555	chr1	155346350	155346445	q
AGO1	chr1	35869808	35929610	p
CDC42-IT1	chr1	22059197	22064199	p
GTF2B	chr1	88852932	88891944	p
AL022400.1	chr1	174348265	174348355	q
RPL35P1	chr1	236981339	236981708	q
OR10J1	chr1	159439722	159440811	q
RP4-575N6.5	chr1	101243158	101243749	p
NGF	chr1	115285918	115338236	p
MIR4666A	chr1	228462074	228462152	q
RP11-131L23.1	chr1	85276715	85448124	p
GBP3	chr1	89006666	89022894	p
NUP210L	chr1	153992685	154155116	q
RNU5F-6P	chr1	164351273	164351388	q
RP11-338C15.5	chr1	212624284	212626771	q
RP11-74C1.4	chr1	151540516	151561855	q
PSMA5	chr1	109399031	109426427	p
CD1A	chr1	158254137	158258269	q
MIR1273F	chr1	52928674	52928772	p
RP5-827C21.6	chr1	234372186	234372811	q
RNVU1-7	chr1	148038753	148038916	q
DNAJC19P8	chr1	245282831	245283089	q
RGS4	chr1	163068775	163076802	q
RP11-114B7.6	chr1	32717734	32725237	p
UCK2	chr1	165827531	165911618	q
FBXO42	chr1	16246839	16352454	p
BCAR3	chr1	93561786	93847150	p
RP11-54O7.1	chr1	911435	914948	p
HNRNPA1P42	chr1	240919653	240920609	q
RN7SL372P	chr1	153704088	153704385	q
RP3-357I16.1	chr1	30226523	30226615	p
RNU6-1171P	chr1	148739379	148739479	q
RP11-545A16.4	chr1	179590372	179591305	q
PER3	chr1	7784320	7845177	p
HFM1	chr1	91260766	91404869	p
MIR4689	chr1	5862672	5862741	p
RP11-8J9.5	chr1	46742329	46743133	p
RP11-690C23.4	chr1	246509038	246522592	q
RP11-76N22.1	chr1	88498309	88498676	p
DIEXF	chr1	209828007	209857565	q
ANGPTL7	chr1	11189341	11195981	p
RNU5A-5P	chr1	231670635	231670750	q
RP11-190A12.9	chr1	159910094	159910554	q
ZCCHC11	chr1	52408282	52553487	p
RP3-419C19.2	chr1	192800571	192801141	q
HLX	chr1	220879400	220885059	q
SWT1	chr1	185157080	185291765	q
RP11-306I1.1	chr1	165581613	165582476	q
GNPAT	chr1	231241207	231277973	q
AL590822.1	chr1	2222427	2222500	p
RN7SL649P	chr1	12036740	12037014	p
FPGT	chr1	74198212	74234086	p
HMGB1P48	chr1	45530927	45532139	p
PPP1R8P1	chr1	48325080	48326123	p
SNORA73B	chr1	28508559	28508762	p
PCNXL2	chr1	232983435	233295713	q
MRPS17P1	chr1	44988705	44991834	p
RP11-404F10.5	chr1	160776975	160780140	q
RP11-4K3__A.3	chr1	27311240	27311838	p
snoU109	chr1	193057281	193057415	q
MIR553	chr1	100281241	100281308	p
NBPF17P	chr1	143595216	143635641	q
RERE	chr1	8352397	8817643	p
AL450244.1	chr1	199615188	199615280	q
PRKAR1AP	chr1	92125301	92126462	p
ZBTB18	chr1	244048939	244057476	q
AMY2B	chr1	103553815	103579534	p
LGALS8-AS1	chr1	236523052	236524508	q
RP11-126K1.9	chr1	151327949	151328429	q
U7	chr1	176217541	176217602	q
AC234582.2	chr1	155188587	155189452	q
AL356270.1	chr1	86606273	86606361	p
RASSF5	chr1	206507530	206589283	q
CFL1P2	chr1	51157788	51158471	p
DISP1	chr1	222872271	223005995	q
RP11-193J6.1	chr1	3205988	3208664	p
RP5-1166F10.1	chr1	4412051	4424687	p
RP11-810H18.1	chr1	29488193	29496893	p
MIR9-1	chr1	156420331	156420438	q
AL365331.2	chr1	117640812	117641639	p
PGD	chr1	10398592	10420144	p
RP11-567B20.1	chr1	199876978	199877558	q
PPIAL4B	chr1	120889746	120890405	p
RP11-763B22.7	chr1	143498785	143499102	q
RNU4-28P	chr1	19510593	19510733	p
RP11-435P24.2	chr1	203353365	203353651	q
KRT8P21	chr1	73104792	73106282	p
NPM1P39	chr1	27206930	27207796	p
RGS13	chr1	192636138	192660306	q
ARNT	chr1	150809705	150876768	q
RP4-773N10.4	chr1	110058340	110062555	p
RP11-202K23.1	chr1	102199739	102389630	p
SYT2	chr1	202590596	202710417	q
RPF1	chr1	84479259	84497790	p
GPATCH4	chr1	156594487	156601496	q
TSEN15	chr1	184051677	184074212	q
RP5-1139B12.2	chr1	228270443	228274397	q
RP5-1065J22.8	chr1	109087971	109090858	p
AGO3	chr1	35930718	36072500	p
OR6K3	chr1	158717168	158718163	q
FAM177B	chr1	222737207	222750805	q
RP11-242O24.3	chr1	29144494	29146994	p
RP11-95P13.1	chr1	219435152	219442642	q
RP4-801G22.2	chr1	157629939	157630728	q
MTR	chr1	236795281	236903981	q
RP5-862P8.3	chr1	233295325	233295727	q
PADI2	chr1	17066761	17119435	p
TCEB1P20	chr1	115556826	115557475	p
RPL7P7	chr1	8786211	8786913	p
MLK4	chr1	233327768	233385148	q
RNU6-1022P	chr1	21987816	21987919	p
RP11-504P24.5	chr1	224030704	224035056	q
CH17-189H20.1	chr1	149176022	149251013	q
LINC01341	chr1	246776013	246792385	q
PRAMEF26	chr1	13060853	13077884	p
LRRC71	chr1	156920650	156933094	q
PRDX3P2	chr1	28526318	28527227	p
RP5-998N21.7	chr1	143905487	143934776	q
ZNF644	chr1	90915298	91022272	p
AC092812.1	chr1	95886540	95886626	p
FLJ37453	chr1	15834479	15848147	p
RPL11	chr1	23691779	23696425	p
LCE2B	chr1	152686123	152687401	q
GREM2	chr1	240489573	240612149	q
SERBP1	chr1	67407810	67430415	p
RNF11	chr1	51236271	51273455	p
RP11-261C10.1	chr1	243005845	243007468	q
SETP9	chr1	160670148	160670979	q
METTL11B	chr1	170146001	170167790	q
RP11-179G5.1	chr1	160266340	160267225	q
DRAM2	chr1	111117333	111140216	p
RP11-384C4.3	chr1	212309051	212309518	q
RP11-344F13.1	chr1	14221891	14223118	p
RP11-296O14.3	chr1	173417793	173461362	q
NBPF5P	chr1	108375838	108410814	p
AL356289.1	chr1	48102068	48104707	p
RP11-463J7.1	chr1	190781787	190781995	q
MT1XP1	chr1	16241213	16241398	p
SFN	chr1	26863138	26864457	p
RBMX2P3	chr1	119084998	119085954	p
RP11-149P14.1	chr1	11425257	11425821	p
OR4F5	chr1	69091	70008	p
RP4-641G12.4	chr1	78749073	78750659	p
SNORD64	chr1	159851906	159851972	q
PRKACB	chr1	84078062	84238498	p
RNU4-59P	chr1	92700819	92700934	p
RP5-845O24.8	chr1	12822686	12823159	p
IL20	chr1	206865354	206869223	q
RNU1-1	chr1	16514122	16514285	p
RNU6-877P	chr1	51382308	51382414	p
RP11-488L18.10	chr1	247187281	247188526	q
WARS2	chr1	119031216	119140671	p
USP21	chr1	161159450	161165723	q
RP11-275I14.2	chr1	226188870	226189221	q
TOP1P1	chr1	171345105	171345307	q
RNA5SP60	chr1	159178473	159178559	q
TCEB3	chr1	23743155	23762059	p
CDC42BPA	chr1	226989865	227318474	q
PBX1	chr1	164555584	164899296	q
CD1C	chr1	158289786	158293630	q
KMO	chr1	241532134	241595642	q
RP4-597J3.1	chr1	63788721	63789304	p
RNU6-1309P	chr1	150812591	150812698	q
RTCA-AS1	chr1	100264009	100266120	p
RP5-837I24.4	chr1	81585941	81625713	p
RP1-92O14.6	chr1	43385113	43389155	p
RP11-54O7.18	chr1	1062208	1063288	p
PGLYRP3	chr1	153297862	153310718	q
RNU6-1072P	chr1	12922554	12922660	p
RPS7P5	chr1	240012646	240013226	q
PYHIN1	chr1	158930796	158977054	q
RP11-108F13.2	chr1	229688999	229689904	q
RP5-1024N4.2	chr1	48205965	48206843	p
ZNF678	chr1	227563543	227677443	q
PDIA3P1	chr1	147178113	147179622	q
RP11-342M1.3	chr1	42834681	42846422	p
UBE2V2P3	chr1	11278616	11279351	p
DDX59	chr1	200623896	200669969	q
RP5-1044H5.1	chr1	65279456	65306521	p
DMAP1	chr1	44213455	44220681	p
RP11-280O1.2	chr1	165476841	165582155	q
S100A7A	chr1	153416524	153423225	q
RP4-580O19.2	chr1	33512008	33512743	p
RNU4ATAC4P	chr1	67267601	67267726	p
RP11-233E12.4	chr1	106802755	106803427	p
RPE65	chr1	68428822	68449959	p
RP11-445J9.1	chr1	189868001	189868528	q
MUL1	chr1	20499448	20508161	p
RP11-335E6.4	chr1	63159083	63162636	p
RP11-9L18.3	chr1	166147782	166165095	q
C1orf174	chr1	3889125	3900293	p
RP11-345P4.6	chr1	1673275	1674397	p
RP4-654H19.2	chr1	53841547	53841832	p
LCE3B	chr1	152613811	152614098	q
ITLN1	chr1	160876539	160885170	q
RP11-47A17.2	chr1	200147531	200148279	q
AL136529.1	chr1	17747169	17747222	p
SLC30A7	chr1	100896076	100981753	p
RP11-196G18.3	chr1	149785659	149793020	q
SELENBP1	chr1	151364302	151372733	q
AC093117.1	chr1	94676302	94676409	p
RNU6-750P	chr1	99978939	99979045	p
RP11-309H21.2	chr1	191221159	191228467	q
RP11-34P13.16	chr1	137682	137965	p
RP3-465N24.6	chr1	25247837	25248321	p
OR6N2	chr1	158776682	158777635	q
RP11-378J18.10	chr1	222510169	222519732	q
MAB21L3	chr1	116111755	116135240	p
RP4-549F15.1	chr1	7441096	7441554	p
LINC01359	chr1	64972225	65002476	p
RP11-6J21.2	chr1	207249067	207309121	q
HPDL	chr1	45326905	45328533	p
RP11-196G18.23	chr1	149861271	149862504	q
MIR1273G	chr1	52940314	52940413	p
RSPO1	chr1	37611350	37634923	p
RP4-728D4.3	chr1	35509742	35511438	p
RP5-837I24.1	chr1	81501794	81503468	p
RP11-46A10.5	chr1	180944042	180976482	q
QSOX1	chr1	180154834	180204030	q
CICP26	chr1	227975390	227978193	q
OR6K6	chr1	158754720	158755891	q
RP3-476K8.4	chr1	26454653	26455187	p
PDPN	chr1	13583465	13617957	p
AGL	chr1	99850084	99924023	p
RP5-1057J7.7	chr1	23378380	23379029	p
RNU6-414P	chr1	61816419	61816522	p
RP4-725K1.1	chr1	148795797	148796325	q
SMG7-AS1	chr1	183460874	183472265	q
HNRNPA3P12	chr1	53974969	53976031	p
RP1-178F15.5	chr1	153626332	153634340	q
SLC25A6P3	chr1	51709062	51709940	p
FAIM3	chr1	206904386	206923247	q
RP11-244H3.4	chr1	34981533	35031741	p
CD84	chr1	160541095	160579516	q
PRAMEF19	chr1	13369067	13371693	p
ACKR1	chr1	159203307	159206500	q
ASH1L-IT1	chr1	155396010	155396978	q
VASH2	chr1	212950520	212992037	q
RLF	chr1	40161373	40240921	p
NDUFA3P3	chr1	225964179	225964428	q
MTOR	chr1	11106535	11262507	p
MIR552	chr1	34669599	34669694	p
INTS3	chr1	153728067	153774808	q
RP4-663N10.2	chr1	115471941	115476027	p
RP4-659I19.1	chr1	232917235	232918018	q
RP11-131M11.2	chr1	33141871	33143230	p
BMP8B	chr1	39757182	39788861	p
AL590422.1	chr1	183783322	183783433	q
LINC01133	chr1	159961218	159979061	q
CEP104	chr1	3812081	3857214	p
KIAA1614-AS1	chr1	180949699	180954887	q
MIR3671	chr1	65057755	65057842	p
AL359771.1	chr1	13623902	13624002	p
RP4-612B15.2	chr1	86784913	86785467	p
C1orf146	chr1	92217940	92245813	p
NUDC	chr1	26900238	26946862	p
MECR	chr1	29192873	29230942	p
CYB5R1	chr1	202961869	202967280	q
LINC01035	chr1	188905688	189037262	q
MPC2	chr1	167916729	167937040	q
CYB561D1	chr1	109494052	109502932	p
SLC45A1	chr1	8317826	8344167	p
GBP4	chr1	89181148	89198932	p
RP4-704D23.1	chr1	14348955	14351023	p
CD1B	chr1	158327951	158331531	q
RBP7	chr1	9997206	10016020	p
AL160056.1	chr1	98373385	98373499	p
OR2M5	chr1	248145148	248146086	q
CCDC28B	chr1	32200386	32205387	p
RP11-444D13.1	chr1	183754418	183754937	q
RP1-228H13.5	chr1	40464319	40466767	p
KDF1	chr1	26949562	26960406	p
TSSK3	chr1	32351521	32364312	p
RN7SL831P	chr1	96583209	96583527	p
AL136234.1	chr1	80599705	80599793	p
APOA2	chr1	161222292	161223631	q
SCARNA17	chr1	26006006	26006130	p
UBE4B	chr1	10032832	10181239	p
MTX1P1	chr1	155230975	155234325	q
RNU6-1199P	chr1	758233	758336	p
RP5-857K21.7	chr1	632757	633438	p
RP4-758J24.6	chr1	54033126	54034880	p
TMEM234	chr1	32214472	32222359	p
RP11-740P5.2	chr1	2811850	2812692	p
RP13-436F16.1	chr1	2632568	2636620	p
FCGR1A	chr1	149782671	149792518	q
UBE2D3P3	chr1	150800473	150801031	q
LINC00337	chr1	6236240	6239444	p
C1orf228	chr1	44674692	44725591	p
OR10J3	chr1	159313670	159314659	q
TMEM56-RWDD3	chr1	95117923	95247225	p
RP4-635A23.3	chr1	185262286	185264356	q
NDUFAF4P4	chr1	174849667	174850168	q
RNVU1-3	chr1	148402715	148402875	q
RP11-195C7.2	chr1	176231200	176231830	q
RP11-486B10.4	chr1	41542069	41544310	p
CCDC30	chr1	42463330	42654664	p
RP11-14N7.2	chr1	144227030	144250288	q
SLC6A9	chr1	43991500	44031467	p
RP11-338C15.2	chr1	212647296	212647755	q
RP11-84O12.3	chr1	100651947	100652267	p
ZZZ3	chr1	77562416	77683419	p
ETNK2	chr1	204131062	204152003	q
TRIM45	chr1	117111060	117122587	p
LYST-AS1	chr1	235839483	235840182	q
RP11-393N21.1	chr1	67561073	67561446	p
RNU6-514P	chr1	23162704	23162810	p
YBX1P9	chr1	226318015	226318693	q
MIR200B	chr1	1167092	1167202	p
SNHG12	chr1	28578538	28582983	p
